1,4,0,0,-1,1
2,6,0,0,0,2
2,7,0,1,0,2
3,6,1,0,0,2
4,1,0,0,1,-1
4,8,0,0,1,3
4,9,0,1,1,3
5,8,1,0,1,3
6,2,0,0,2,0
6,3,0,1,2,0
6,10,0,0,2,4
6,11,0,1,2,4
7,2,1,0,2,0
7,10,1,0,2,4
8,4,0,0,3,1
8,5,0,1,3,1
8,12,0,0,3,5
8,13,0,1,3,5
9,4,1,0,3,1
9,12,1,0,3,5
10,6,0,0,4,2
10,7,0,1,4,2
11,6,1,0,4,2
12,8,0,0,5,3
12,9,0,1,5,3
13,8,1,0,5,3
