0.925,0.926,0.927,0.928,0.929,0.93,0.931,0.932,0.933,0.934,0.935,0.936,0.937,0.938,0.939,0.94,0.941,0.942,0.943,0.944,0.945
1.7008,2.0195,2.431,2.9697,3.6784,4.6025,5.7688,7.1402,8.5529,9.69,10.186,9.8575,8.8446,8.5662,9.3348,9.6772,9.7133,9.5615,9.3107,9.0183,8.7179
