4,1
5,1
6,2
6,3
7,2
8,4
8,5
9,4
10,6
10,7
11,6
12,8
12,9
13,8
14,10
14,11
15,10
16,12
16,13
17,12
18,14
18,15
19,14
1,4
1,5
2,6
2,7
3,6
4,8
4,9
5,8
6,10
6,11
7,10
8,12
8,13
9,12
10,14
10,15
11,14
12,16
12,17
13,16
14,18
14,19
15,18
