1,1,1,1,0,0,0,0,-1,-1,-1,-1,0.25,1,2
1,2,1,2,0,0,0,0,-1,0,-1,0,0.5,1,1
1,2,1,3,0,0,0,1,-1,0,-1,0,0.5,1,-0
1,2,2,1,0,0,0,0,-1,0,0,-1,0.5,1,1
1,2,3,1,0,0,1,0,-1,0,0,-1,0.5,1,-0
1,3,1,2,0,1,0,0,-1,0,-1,0,0.5,1,-0
1,3,1,3,0,1,0,1,-1,0,-1,0,0.5,1,1
1,3,2,1,0,1,0,0,-1,0,0,-1,0.5,1,-0
1,3,3,1,0,1,1,0,-1,0,0,-1,0.5,1,1
1,4,1,4,0,0,0,0,-1,1,-1,1,0.25,1,2
1,4,1,5,0,0,0,1,-1,1,-1,1,0.25,0.70711,1
1,4,2,2,0,0,0,0,-1,1,0,0,0.5,1,1
1,4,2,3,0,0,0,1,-1,1,0,0,0.5,1,-0
1,4,3,2,0,0,1,0,-1,1,0,0,0.5,1,-0
1,4,4,1,0,0,0,0,-1,1,1,-1,0.25,1,2
1,4,5,1,0,0,1,0,-1,1,1,-1,0.25,0.70711,1
1,5,1,4,0,1,0,0,-1,1,-1,1,0.25,0.70711,1
1,5,1,5,0,1,0,1,-1,1,-1,1,0.25,0.5,2
1,5,2,2,0,1,0,0,-1,1,0,0,0.5,0.70711,1
1,5,2,3,0,1,0,1,-1,1,0,0,0.5,0.70711,1
1,5,3,2,0,1,1,0,-1,1,0,0,0.5,0.70711,1
1,5,4,1,0,1,0,0,-1,1,1,-1,0.25,0.70711,1
1,5,5,1,0,1,1,0,-1,1,1,-1,0.25,0.5,2
1,6,1,6,0,0,0,0,-1,2,-1,2,0.125,0.5,6
1,6,1,7,0,0,0,1,-1,2,-1,2,0.125,0.28868,6
1,6,2,4,0,0,0,0,-1,2,0,1,0.25,0.70711,2
1,6,2,5,0,0,0,1,-1,2,0,1,0.25,0.5,1
1,6,3,4,0,0,1,0,-1,2,0,1,0.25,0.70711,-1
1,6,4,2,0,0,0,0,-1,2,1,0,0.25,0.70711,2
1,6,4,3,0,0,0,1,-1,2,1,0,0.25,0.70711,-1
1,6,5,2,0,0,1,0,-1,2,1,0,0.25,0.5,1
1,6,6,1,0,0,0,0,-1,2,2,-1,0.125,0.5,6
1,6,7,1,0,0,1,0,-1,2,2,-1,0.125,0.28868,6
1,7,1,6,0,1,0,0,-1,2,-1,2,0.125,0.28868,6
1,7,1,7,0,1,0,1,-1,2,-1,2,0.125,0.16667,12
1,7,2,4,0,1,0,0,-1,2,0,1,0.25,0.40825,3
1,7,2,5,0,1,0,1,-1,2,0,1,0.25,0.28868,3
1,7,3,4,0,1,1,0,-1,2,0,1,0.25,0.40825,-0
1,7,4,2,0,1,0,0,-1,2,1,0,0.25,0.40825,3
1,7,4,3,0,1,0,1,-1,2,1,0,0.25,0.40825,-0
1,7,5,2,0,1,1,0,-1,2,1,0,0.25,0.28868,3
1,7,6,1,0,1,0,0,-1,2,2,-1,0.125,0.28868,6
1,7,7,1,0,1,1,0,-1,2,2,-1,0.125,0.16667,12
1,8,1,8,0,0,0,0,-1,3,-1,3,0.0625,0.16667,24
1,8,1,9,0,0,0,1,-1,3,-1,3,0.0625,0.083333,36
1,8,2,6,0,0,0,0,-1,3,0,2,0.125,0.28868,6
1,8,2,7,0,0,0,1,-1,3,0,2,0.125,0.16667,6
1,8,3,6,0,0,1,0,-1,3,0,2,0.125,0.28868,-6
1,8,4,4,0,0,0,0,-1,3,1,1,0.125,0.40825,6
1,8,4,5,0,0,0,1,-1,3,1,1,0.125,0.28868,0
1,8,5,4,0,0,1,0,-1,3,1,1,0.125,0.28868,0
1,8,6,2,0,0,0,0,-1,3,2,0,0.125,0.28868,6
1,8,6,3,0,0,0,1,-1,3,2,0,0.125,0.28868,-6
1,8,7,2,0,0,1,0,-1,3,2,0,0.125,0.16667,6
1,8,8,1,0,0,0,0,-1,3,3,-1,0.0625,0.16667,24
1,8,9,1,0,0,1,0,-1,3,3,-1,0.0625,0.083333,36
1,9,1,8,0,1,0,0,-1,3,-1,3,0.0625,0.083333,36
1,9,1,9,0,1,0,1,-1,3,-1,3,0.0625,0.041667,84
1,9,2,6,0,1,0,0,-1,3,0,2,0.125,0.14434,12
1,9,2,7,0,1,0,1,-1,3,0,2,0.125,0.083333,18
1,9,3,6,0,1,1,0,-1,3,0,2,0.125,0.14434,-6
1,9,4,4,0,1,0,0,-1,3,1,1,0.125,0.20412,12
1,9,4,5,0,1,0,1,-1,3,1,1,0.125,0.14434,6
1,9,5,4,0,1,1,0,-1,3,1,1,0.125,0.14434,6
1,9,6,2,0,1,0,0,-1,3,2,0,0.125,0.14434,12
1,9,6,3,0,1,0,1,-1,3,2,0,0.125,0.14434,-6
1,9,7,2,0,1,1,0,-1,3,2,0,0.125,0.083333,18
1,9,8,1,0,1,0,0,-1,3,3,-1,0.0625,0.083333,36
1,9,9,1,0,1,1,0,-1,3,3,-1,0.0625,0.041667,84
1,10,1,10,0,0,0,0,-1,4,-1,4,0.03125,0.041667,120
1,10,1,11,0,0,0,1,-1,4,-1,4,0.03125,0.018634,240
1,10,2,8,0,0,0,0,-1,4,0,3,0.0625,0.083333,24
1,10,2,9,0,0,0,1,-1,4,0,3,0.0625,0.041667,36
1,10,3,8,0,0,1,0,-1,4,0,3,0.0625,0.083333,-36
1,10,4,6,0,0,0,0,-1,4,1,2,0.0625,0.14434,24
1,10,4,7,0,0,0,1,-1,4,1,2,0.0625,0.083333,12
1,10,5,6,0,0,1,0,-1,4,1,2,0.0625,0.10206,-12
1,10,6,4,0,0,0,0,-1,4,2,1,0.0625,0.14434,24
1,10,6,5,0,0,0,1,-1,4,2,1,0.0625,0.10206,-12
1,10,7,4,0,0,1,0,-1,4,2,1,0.0625,0.083333,12
1,10,8,2,0,0,0,0,-1,4,3,0,0.0625,0.083333,24
1,10,8,3,0,0,0,1,-1,4,3,0,0.0625,0.083333,-36
1,10,9,2,0,0,1,0,-1,4,3,0,0.0625,0.041667,36
1,10,10,1,0,0,0,0,-1,4,4,-1,0.03125,0.041667,120
1,10,11,1,0,0,1,0,-1,4,4,-1,0.03125,0.018634,240
1,11,1,10,0,1,0,0,-1,4,-1,4,0.03125,0.018634,240
1,11,1,11,0,1,0,1,-1,4,-1,4,0.03125,0.0083333,660
1,11,2,8,0,1,0,0,-1,4,0,3,0.0625,0.037268,60
1,11,2,9,0,1,0,1,-1,4,0,3,0.0625,0.018634,120
1,11,3,8,0,1,1,0,-1,4,0,3,0.0625,0.037268,-60
1,11,4,6,0,1,0,0,-1,4,1,2,0.0625,0.06455,60
1,11,4,7,0,1,0,1,-1,4,1,2,0.0625,0.037268,60
1,11,5,6,0,1,1,0,-1,4,1,2,0.0625,0.045644,-0
